Date,Open,High,Low,Close,Adj Close,Volume
2014-09-18,456.859985,456.859985,413.104004,424.440002,424.440002,34483200.0
2014-09-19,424.102997,427.834991,384.532013,394.79599,394.79599,37919700.0
2014-09-20,394.673004,423.29599,389.882996,408.903992,408.903992,36863600.0
2014-09-21,408.084991,412.425995,393.181,398.821014,398.821014,26580100.0
2014-09-22,399.100006,406.915985,397.130005,402.152008,402.152008,24127600.0
2014-09-23,402.09201,441.557007,396.196991,435.790985,435.790985,45099500.0
2014-09-24,435.751007,436.112,421.131989,423.204987,423.204987,30627700.0
2014-09-25,423.156006,423.519989,409.467987,411.574005,411.574005,26814400.0
2014-09-26,411.428986,414.937988,400.009003,404.424988,404.424988,21460800.0
2014-09-27,403.556,406.622986,397.372009,399.519989,399.519989,15029300.0
2014-09-28,399.471008,401.016998,374.332001,377.181,377.181,23613300.0
2014-09-29,376.928009,385.210999,372.23999,375.46701,375.46701,32497700.0
2014-09-30,376.088013,390.97699,373.442993,386.944,386.944,34707300.0
2014-10-01,387.427002,391.378998,380.779999,383.61499,383.61499,26229400.0
2014-10-02,383.988007,385.497009,372.946014,375.071991,375.071991,21777700.0
2014-10-03,375.181,377.695007,357.859009,359.511993,359.511993,30901200.0
2014-10-04,359.891998,364.487,325.885986,328.865997,328.865997,47236500.0
2014-10-05,328.915985,341.800995,289.29599,320.51001,320.51001,83308096.0
2014-10-06,320.389008,345.134003,302.559998,330.07901,330.07901,79011800.0
2014-10-07,330.584015,339.247009,320.481995,336.187012,336.187012,49199900.0
2014-10-08,336.115997,354.364014,327.187988,352.940002,352.940002,54736300.0
2014-10-09,352.747986,382.726013,347.687012,365.026001,365.026001,83641104.0
2014-10-10,364.687012,375.066986,352.963013,361.562012,361.562012,43665700.0
2014-10-11,361.362,367.19101,355.950989,362.299011,362.299011,13345200.0
2014-10-12,362.605988,379.433014,356.144012,378.549011,378.549011,17552800.0
2014-10-13,377.92099,397.226013,368.897003,390.414001,390.414001,35221400.0
2014-10-14,391.691986,411.697998,391.324005,400.869995,400.869995,38491500.0
2014-10-15,400.954987,402.22699,388.765991,394.77301,394.77301,25267100.0
2014-10-16,394.518005,398.807007,373.070007,382.556,382.556,26990000.0
2014-10-17,382.756012,385.477997,375.389008,383.757996,383.757996,13600700.0
2014-10-18,383.976013,395.15799,378.971008,391.441986,391.441986,11416800.0
2014-10-19,391.253998,393.938995,386.457001,389.54599,389.54599,5914570.0
2014-10-20,389.230988,390.084015,378.252014,382.845001,382.845001,16419000.0
2014-10-21,382.42099,392.645996,380.834015,386.475006,386.475006,14188900.0
2014-10-22,386.118011,388.575989,382.248993,383.15799,383.15799,11641300.0
2014-10-23,382.962006,385.048004,356.446991,358.416992,358.416992,26456900.0
2014-10-24,358.591003,364.345001,353.304993,358.345001,358.345001,15585700.0
2014-10-25,358.610992,359.860992,342.877014,347.270996,347.270996,18127500.0
2014-10-26,347.487,359.221008,343.931,354.70401,354.70401,11272500.0
2014-10-27,354.777008,358.631989,349.80899,352.989014,352.989014,13033000.0
2014-10-28,353.214996,359.984009,352.678986,357.618011,357.618011,7845880.0
2014-10-29,357.088989,357.833008,335.342987,335.591003,335.591003,18192700.0
2014-10-30,335.709015,350.912994,335.071991,345.304993,345.304993,30177900.0
2014-10-31,345.009003,348.045013,337.141998,338.321014,338.321014,12545400.0
2014-11-01,338.649994,340.528992,321.054993,325.748993,325.748993,16677200.0
2014-11-02,326.075012,329.049988,320.626007,325.891998,325.891998,8603620.0
2014-11-03,325.569,334.002014,325.480988,327.553986,327.553986,12948500.0
2014-11-04,327.161011,331.766998,325.076996,330.492004,330.492004,15655500.0
2014-11-05,330.683014,343.368988,330.683014,339.485992,339.485992,19817200.0
2014-11-06,339.458008,352.966003,338.424011,349.290009,349.290009,18797000.0
2014-11-07,349.817993,352.731995,341.776001,342.415009,342.415009,16834200.0
2014-11-08,342.153992,347.032013,342.153992,345.488007,345.488007,8535470.0
2014-11-09,345.376007,363.626007,344.255005,363.264008,363.264008,24205600.0
2014-11-10,362.265015,374.81601,357.561005,366.924011,366.924011,30450100.0
2014-11-11,365.856995,371.309998,363.734985,367.695007,367.695007,15838900.0
2014-11-12,367.984985,429.717987,367.984985,423.561005,423.561005,45783200.0
2014-11-13,427.27301,457.092987,401.122986,420.734985,420.734985,58945000.0
2014-11-14,418.416992,419.252014,384.789001,397.817993,397.817993,29589200.0
2014-11-15,399.649994,405.528015,371.007996,376.132996,376.132996,15727500.0
2014-11-16,374.730011,390.799011,374.60199,387.881989,387.881989,11905600.0
2014-11-17,388.348999,410.199005,377.502014,387.40799,387.40799,41518800.0
2014-11-18,387.785004,392.402008,371.117004,375.197998,375.197998,32222500.0
2014-11-19,373.895996,386.480988,373.895996,380.554993,380.554993,18931800.0
2014-11-20,380.307007,382.024994,356.781006,357.839996,357.839996,25233200.0
2014-11-21,357.878998,357.878998,344.112,350.847992,350.847992,29850100.0
2014-11-22,351.604004,364.841003,350.877991,352.920013,352.920013,15273000.0
2014-11-23,353.174988,370.845001,353.174988,367.572998,367.572998,15151600.0
2014-11-24,366.947998,387.209015,366.669006,376.901001,376.901001,30930100.0
2014-11-25,376.885986,394.700989,374.783997,375.347992,375.347992,25442200.0
2014-11-26,376.019012,377.697998,365.81601,368.369995,368.369995,18601700.0
2014-11-27,370.502014,373.992004,368.282013,369.670013,369.670013,8748030.0
2014-11-28,369.373993,382.838013,358.454987,376.446991,376.446991,22946500.0
2014-11-29,376.152008,387.601013,372.144989,375.490997,375.490997,15375600.0
2014-11-30,375.51001,382.527008,373.30899,378.046997,378.046997,9194440.0
2014-12-01,378.248993,383.661987,376.669006,379.244995,379.244995,11763000.0
2014-12-02,379.25,384.037994,377.863007,381.315002,381.315002,12364100.0
2014-12-03,381.721985,383.026001,374.346008,375.01001,375.01001,13340100.0
2014-12-04,375.717987,378.654999,367.759003,369.604004,369.604004,14529600.0
2014-12-05,369.441986,379.191986,365.756012,376.854004,376.854004,15181800.0
2014-12-06,376.756989,378.447998,370.945007,374.785004,374.785004,7009320.0
2014-12-07,374.835999,376.291992,373.274994,375.095001,375.095001,6491650.0
2014-12-08,374.964996,376.028992,361.885986,361.908997,361.908997,18898700.0
2014-12-09,361.894989,363.066986,344.950989,352.218994,352.218994,32915500.0
2014-12-10,352.204987,352.384003,346.36499,346.36499,346.36499,16427700.0
2014-12-11,344.339996,361.356995,338.763,350.506012,350.506012,32431300.0
2014-12-12,350.833008,352.983002,349.290985,352.541992,352.541992,16989800.0
2014-12-13,352.381012,352.381012,346.588013,347.376007,347.376007,11675900.0
2014-12-14,346.72699,353.31601,345.417999,351.631989,351.631989,12415200.0
2014-12-15,351.360992,351.815002,344.93399,345.345001,345.345001,17264200.0
2014-12-16,345.673004,345.859009,327.062012,327.062012,327.062012,30864900.0
2014-12-17,326.855011,333.95401,315.152008,319.776001,319.776001,37567900.0
2014-12-18,319.785004,323.709015,304.231995,311.395996,311.395996,39173000.0
2014-12-19,311.178986,318.53299,306.769012,317.842987,317.842987,23823100.0
2014-12-20,317.618988,330.325012,316.044006,329.955994,329.955994,20856700.0
2014-12-21,329.542999,329.628998,318.903015,320.842987,320.842987,15207600.0
2014-12-22,321.067993,334.117004,320.424988,331.885986,331.885986,22315100.0
2014-12-23,332.016998,336.286987,329.60199,334.571991,334.571991,16574200.0
2014-12-24,334.38501,334.740997,321.356995,322.533997,322.533997,15092300.0
2014-12-25,322.286011,322.670013,316.958008,319.007996,319.007996,9883640.0
2014-12-26,319.152008,331.424011,316.627014,327.924011,327.924011,16410500.0
2014-12-27,327.583008,328.911011,312.630005,315.863007,315.863007,15185200.0
2014-12-28,316.160004,320.028015,311.078003,317.239014,317.239014,11676600.0
2014-12-29,317.700989,320.266998,312.307007,312.670013,312.670013,12302500.0
2014-12-30,312.718994,314.80899,309.372986,310.737,310.737,12528300.0
2014-12-31,310.914001,320.192993,310.210999,320.192993,320.192993,13942900.0
2015-01-01,320.434998,320.434998,314.002991,314.248993,314.248993,8036550.0
2015-01-02,314.07901,315.838989,313.565002,315.032013,315.032013,7860650.0
2015-01-03,314.846008,315.149994,281.082001,281.082001,281.082001,33054400.0
2015-01-04,281.145996,287.230011,257.612,264.195007,264.195007,55629100.0
2015-01-05,265.084015,278.341003,265.084015,274.473999,274.473999,43962800.0
2015-01-06,274.610992,287.553009,272.696014,286.188995,286.188995,23245700.0
2015-01-07,286.076996,298.753998,283.07901,294.337006,294.337006,24866800.0
2015-01-08,294.13501,294.13501,282.174988,283.348999,283.348999,19982500.0
2015-01-09,282.382996,291.114014,280.53299,290.40799,290.40799,18718600.0
2015-01-10,287.303009,288.127014,273.966003,274.79599,274.79599,15264300.0
2015-01-11,274.608002,279.638,265.039001,265.660004,265.660004,18200800.0
2015-01-12,266.145996,272.203003,265.200012,267.79599,267.79599,18880300.0
2015-01-13,267.394012,268.277008,219.906006,225.860992,225.860992,72843904.0
2015-01-14,223.893997,223.893997,171.509995,178.102997,178.102997,97638704.0
2015-01-15,176.897003,229.067001,176.897003,209.843994,209.843994,81773504.0
2015-01-16,209.070007,221.591003,199.770996,208.097,208.097,38421000.0
2015-01-17,207.834,211.731003,194.875,199.259995,199.259995,23469700.0
2015-01-18,200.050003,218.695007,194.505997,210.339005,210.339005,30085100.0
2015-01-19,211.470993,216.727997,207.317993,214.860992,214.860992,18658300.0
2015-01-20,212.906998,215.240997,205.153,211.315002,211.315002,24051100.0
2015-01-21,211.378006,227.787994,211.212006,226.897003,226.897003,29924600.0
2015-01-22,227.322006,237.018997,226.434006,233.406006,233.406006,33544600.0
2015-01-23,233.516998,234.845001,225.195999,232.878998,232.878998,24621700.0
2015-01-24,232.699997,248.210007,230.022003,247.847,247.847,24782500.0
2015-01-25,247.352005,255.074005,243.889999,253.718002,253.718002,33582700.0
2015-01-26,254.078995,309.384003,254.078995,273.472992,273.472992,106794000.0
2015-01-27,273.166992,275.480011,250.653,263.475006,263.475006,44399000.0
2015-01-28,263.351013,266.535004,227.046005,233.914993,233.914993,44352200.0
2015-01-29,233.348007,238.705994,220.712006,233.513,233.513,32213400.0
2015-01-30,232.772003,242.850998,225.839005,226.425003,226.425003,26605200.0
2015-01-31,226.440994,233.503998,216.309006,217.464005,217.464005,23348200.0
2015-02-01,216.867004,231.574005,212.014999,226.972,226.972,29128500.0
2015-02-02,226.490997,242.175003,222.658997,238.229004,238.229004,30612100.0
2015-02-03,237.453995,245.957001,224.483002,227.268005,227.268005,40783700.0
2015-02-04,227.511002,230.057999,221.113007,226.852997,226.852997,26594300.0
2015-02-05,227.664993,239.404999,214.725006,217.110992,217.110992,22516400.0
2015-02-06,216.923004,230.509995,216.231995,222.266006,222.266006,24435300.0
2015-02-07,222.632996,230.298996,222.606995,227.753998,227.753998,21604200.0
2015-02-08,227.692993,229.438004,221.076996,223.412003,223.412003,17145200.0
2015-02-09,223.389008,223.977005,217.018997,220.110001,220.110001,27791300.0
