Date,Open,High,Low,Close,Adj Close,Volume
2017-01-01,963.65802,1003.080017,958.698975,998.325012,998.325012,147775008.0
2017-01-02,998.617004,1031.390015,996.702026,1021.75,1021.75,222184992.0
2017-01-03,1021.599976,1044.079956,1021.599976,1043.839966,1043.839966,185168000.0
2017-01-04,1044.400024,1159.420044,1044.400024,1154.72998,1154.72998,344945984.0
2017-01-05,1156.72998,1191.099976,910.416992,1013.380005,1013.380005,510199008.0
2017-01-06,1014.23999,1046.810059,883.94397,902.200989,902.200989,351876000.0
2017-01-07,903.487,908.585022,823.55603,908.585022,908.585022,279550016.0
2017-01-08,908.174988,942.723999,887.249023,911.198975,911.198975,158715008.0
2017-01-09,913.244019,913.685974,879.807007,902.828003,902.828003,141876992.0
2017-01-10,902.440002,914.872986,901.059998,907.679016,907.679016,115808000.0
2017-01-11,908.11499,919.447998,762.765015,777.757019,777.757019,310928992.0
2017-01-12,775.177979,826.245972,755.755981,804.833984,804.833984,222326000.0
2017-01-13,803.737,829.000977,780.002991,823.984009,823.984009,168968000.0
2017-01-14,825.142029,835.085022,812.455994,818.411987,818.411987,93063296.0
2017-01-15,818.142029,823.307007,812.870972,821.797974,821.797974,71013600.0
2017-01-16,821.78302,834.530029,820.270996,831.533997,831.533997,82755200.0
2017-01-17,830.945984,910.560974,830.796021,907.937988,907.937988,155095008.0
2017-01-18,909.372986,917.499023,858.304016,886.617981,886.617981,225676992.0
2017-01-19,888.335022,904.614014,884.338013,899.072998,899.072998,105625000.0
2017-01-20,898.171997,899.39801,887.007996,895.026001,895.026001,86728400.0
2017-01-21,895.549011,927.367004,895.534973,921.789001,921.789001,111158000.0
2017-01-22,922.205017,937.525024,897.564026,924.672974,924.672974,116573000.0
2017-01-23,925.499023,928.265991,916.737976,921.012024,921.012024,73588600.0
2017-01-24,910.677002,924.14502,892.286011,892.687012,892.687012,111349000.0
2017-01-25,891.924011,903.252014,891.687012,901.541992,901.541992,120831000.0
2017-01-26,902.39502,919.325989,902.223999,917.585999,917.585999,131958000.0
2017-01-27,918.359009,923.223022,915.846008,919.75,919.75,125594000.0
2017-01-28,919.810974,923.911011,919.810974,921.590027,921.590027,68979600.0
2017-01-29,922.067017,923.41803,919.14801,919.495972,919.495972,60851700.0
2017-01-30,920.151001,923.047974,919.473999,920.382019,920.382019,78227296.0
2017-01-31,920.958984,972.018982,920.958984,970.403015,970.403015,164582000.0
2017-02-01,970.940979,989.114014,970.742004,989.02301,989.02301,150110000.0
2017-02-02,990.000977,1013.52002,983.221008,1011.799988,1011.799988,145820992.0
2017-02-03,1011.460022,1033.869995,1008.789978,1029.910034,1029.910034,201278000.0
2017-02-04,1031.329956,1045.900024,1015.159973,1042.900024,1042.900024,155064000.0
2017-02-05,1043.52002,1043.630005,1022.369995,1027.339966,1027.339966,114208000.0
2017-02-06,1028.400024,1044.640015,1028.160034,1038.150024,1038.150024,111762000.0
2017-02-07,1040.140015,1061.930054,1040.140015,1061.349976,1061.349976,146007008.0
2017-02-08,1062.319946,1078.969971,1037.48999,1063.069946,1063.069946,201855008.0
2017-02-09,1064.699951,1088.98999,953.343994,994.382996,994.382996,407220000.0
2017-02-10,995.632019,998.905029,946.690979,988.674011,988.674011,190452000.0
2017-02-11,988.89801,1009.289978,982.830017,1004.450012,1004.450012,102261000.0
2017-02-12,1003.52002,1004.76001,996.921021,999.18103,999.18103,67530000.0
2017-02-13,998.88501,1002.099976,976.002014,990.642029,990.642029,100607000.0
2017-02-14,991.734985,1011.51001,986.471008,1004.549988,1004.549988,137946000.0
2017-02-15,1006.210022,1008.840027,1001.580017,1007.47998,1007.47998,89759400.0
2017-02-16,1007.650024,1033.369995,1007.650024,1027.439941,1027.439941,122277000.0
2017-02-17,1026.119995,1053.170044,1025.640015,1046.209961,1046.209961,136474000.0
2017-02-18,1049.209961,1061.099976,1046.959961,1054.420044,1054.420044,99073504.0
2017-02-19,1054.76001,1056.810059,1043.459961,1047.869995,1047.869995,77423296.0
2017-02-20,1048.689941,1080.48999,1041.689941,1079.97998,1079.97998,109478000.0
2017-02-21,1079.280029,1117.25,1076.930054,1115.300049,1115.300049,186868992.0
2017-02-22,1114.800049,1125.390015,1100.550049,1117.439941,1117.439941,136100000.0
2017-02-23,1117.27002,1176.619995,1116.959961,1166.719971,1166.719971,189454000.0
2017-02-24,1172.709961,1200.390015,1131.959961,1173.680054,1173.680054,330759008.0
2017-02-25,1170.410034,1174.849976,1124.589966,1143.839966,1143.839966,139960992.0
2017-02-26,1144.27002,1167.469971,1130.199951,1165.199951,1165.199951,116486000.0
2017-02-27,1163.780029,1181.97998,1163.380005,1179.969971,1179.969971,131570000.0
2017-02-28,1180.719971,1193.25,1171.819946,1179.969971,1179.969971,184956000.0
2017-03-01,1180.040039,1222.5,1179.689941,1222.5,1222.5,229056992.0
2017-03-02,1224.680054,1262.130005,1215.619995,1251.01001,1251.01001,368275008.0
2017-03-03,1250.709961,1280.310059,1250.709961,1274.98999,1274.98999,315739008.0
2017-03-04,1277.430054,1279.400024,1230.51001,1255.150024,1255.150024,183270000.0
2017-03-05,1254.290039,1267.290039,1238.060059,1267.119995,1267.119995,134127000.0
2017-03-06,1267.469971,1276.0,1264.599976,1272.829956,1272.829956,153656992.0
2017-03-07,1273.209961,1275.550049,1204.800049,1223.540039,1223.540039,291256000.0
2017-03-08,1223.22998,1232.160034,1148.079956,1150.0,1150.0,332603008.0
2017-03-09,1150.349976,1197.459961,1141.22998,1188.48999,1188.48999,212283008.0
2017-03-10,1189.359985,1270.469971,1077.25,1116.719971,1116.719971,563795968.0
2017-03-11,1116.319946,1193.829956,1116.319946,1175.829956,1175.829956,283320000.0
2017-03-12,1176.619995,1226.97998,1175.359985,1221.380005,1221.380005,227176000.0
2017-03-13,1221.780029,1237.369995,1217.030029,1231.920044,1231.920044,380276992.0
2017-03-14,1232.160034,1244.810059,1220.719971,1240.0,1240.0,245306000.0
2017-03-15,1240.160034,1251.609985,1239.75,1249.609985,1249.609985,297804992.0
2017-03-16,1251.329956,1257.97998,1152.439941,1187.810059,1187.810059,638568000.0
2017-03-17,1180.160034,1180.160034,1099.569946,1100.22998,1100.22998,706598976.0
2017-03-18,1099.689941,1114.069946,957.655029,973.817993,973.817993,621302016.0
2017-03-19,976.72998,1069.910034,976.72998,1036.73999,1036.73999,406648000.0
2017-03-20,1037.23999,1063.030029,1036.680054,1054.22998,1054.22998,286529984.0
2017-03-21,1055.359985,1122.430054,1055.359985,1120.540039,1120.540039,337391008.0
2017-03-22,1120.650024,1120.650024,1014.210022,1049.140015,1049.140015,380840992.0
2017-03-23,1050.050049,1058.01001,1028.930054,1038.589966,1038.589966,248540000.0
2017-03-24,1038.449951,1040.469971,934.357971,937.52002,937.52002,491038016.0
2017-03-25,936.539978,975.760986,903.713013,972.778992,972.778992,435803008.0
2017-03-26,974.015015,1007.960022,954.185974,966.724976,966.724976,303668000.0
2017-03-27,972.054993,1046.400024,971.984009,1045.77002,1045.77002,372535008.0
2017-03-28,1044.579956,1064.650024,1027.72998,1047.150024,1047.150024,326332000.0
2017-03-29,1046.079956,1055.130005,1015.880005,1039.969971,1039.969971,298457984.0
2017-03-30,1042.209961,1049.290039,1020.039978,1026.430054,1026.430054,352968992.0
2017-03-31,1026.640015,1074.920044,1026.640015,1071.790039,1071.790039,447287008.0
2017-04-01,1071.709961,1091.719971,1061.089966,1080.5,1080.5,289633984.0
2017-04-02,1080.609985,1107.589966,1075.449951,1102.170044,1102.170044,514187008.0
2017-04-03,1102.949951,1151.73999,1102.949951,1143.810059,1143.810059,580444032.0
2017-04-04,1145.52002,1156.439941,1120.52002,1133.25,1133.25,436310016.0
2017-04-05,1134.140015,1135.089966,1113.630005,1124.780029,1124.780029,414784000.0
2017-04-06,1125.810059,1188.369995,1125.810059,1182.680054,1182.680054,511222016.0
2017-04-07,1178.939941,1186.579956,1163.390015,1176.900024,1176.900024,317022016.0
2017-04-08,1172.650024,1184.97998,1162.579956,1175.949951,1175.949951,209312000.0
2017-04-09,1176.569946,1197.209961,1171.859985,1187.869995,1187.869995,242343008.0
2017-04-10,1187.300049,1190.339966,1179.040039,1187.130005,1187.130005,215883008.0
2017-04-11,1187.459961,1208.069946,1187.459961,1205.01001,1205.01001,216182000.0
2017-04-12,1204.810059,1207.140015,1196.76001,1200.369995,1200.369995,288702016.0
2017-04-13,1201.02002,1205.890015,1156.439941,1169.280029,1169.280029,351968992.0
2017-04-14,1170.329956,1190.800049,1159.790039,1167.540039,1167.540039,254827008.0
2017-04-15,1167.300049,1188.0,1164.959961,1172.52002,1172.52002,203559008.0
2017-04-16,1172.609985,1187.219971,1172.609985,1182.939941,1182.939941,183231008.0
2017-04-17,1183.25,1194.900024,1172.650024,1193.910034,1193.910034,253206000.0
2017-04-18,1193.77002,1217.569946,1193.77002,1211.670044,1211.670044,270524000.0
2017-04-19,1212.130005,1215.51001,1205.079956,1210.290039,1210.290039,288060992.0
2017-04-20,1211.079956,1240.790039,1208.410034,1229.079956,1229.079956,315108000.0
2017-04-21,1229.420044,1235.939941,1215.560059,1222.050049,1222.050049,272167008.0
2017-04-22,1222.709961,1235.560059,1208.469971,1231.709961,1231.709961,249320000.0
2017-04-23,1231.920044,1232.199951,1203.939941,1207.209961,1207.209961,258951008.0
2017-04-24,1209.630005,1250.939941,1209.630005,1250.150024,1250.150024,235806000.0
2017-04-25,1250.449951,1267.579956,1249.969971,1265.48999,1265.48999,242556000.0
2017-04-26,1265.98999,1294.829956,1265.930054,1281.079956,1281.079956,329631008.0
2017-04-27,1281.880005,1319.699951,1281.300049,1317.72998,1317.72998,449196992.0
2017-04-28,1317.73999,1331.280029,1292.369995,1316.47998,1316.47998,527488992.0
2017-04-29,1317.839966,1327.199951,1315.209961,1321.790039,1321.790039,422705984.0
2017-04-30,1321.869995,1347.910034,1314.920044,1347.890015,1347.890015,413115008.0
2017-05-01,1348.300049,1434.319946,1348.300049,1421.599976,1421.599976,713624000.0
2017-05-02,1421.030029,1473.900024,1415.689941,1452.819946,1452.819946,477337984.0
2017-05-03,1453.780029,1492.77002,1447.48999,1490.089966,1490.089966,583795968.0
2017-05-04,1490.719971,1608.910034,1490.719971,1537.670044,1537.670044,933548992.0
2017-05-05,1540.869995,1618.030029,1530.310059,1555.449951,1555.449951,946035968.0
2017-05-06,1556.810059,1578.800049,1542.5,1578.800049,1578.800049,582529984.0
2017-05-07,1579.469971,1596.719971,1559.76001,1596.709961,1596.709961,1080029952.0
2017-05-08,1596.920044,1723.349976,1596.920044,1723.349976,1723.349976,1340320000.0
2017-05-09,1723.890015,1833.48999,1716.300049,1755.359985,1755.359985,1167920000.0
2017-05-10,1756.52002,1788.439941,1719.099976,1787.130005,1787.130005,915723008.0
2017-05-11,1780.369995,1873.930054,1755.349976,1848.569946,1848.569946,799489984.0
2017-05-12,1845.76001,1856.150024,1694.01001,1724.23999,1724.23999,740984000.0
2017-05-13,1723.119995,1812.98999,1651.079956,1804.910034,1804.910034,579635008.0
2017-05-14,1800.859985,1831.420044,1776.619995,1808.910034,1808.910034,437196000.0
2017-05-15,1808.439941,1812.800049,1708.540039,1738.430054,1738.430054,731529024.0
2017-05-16,1741.699951,1785.939941,1686.540039,1734.449951,1734.449951,959044992.0
2017-05-17,1726.72998,1864.050049,1661.910034,1839.089966,1839.089966,1064729984.0
2017-05-18,1818.699951,1904.47998,1807.119995,1888.650024,1888.650024,894321024.0
2017-05-19,1897.369995,2004.52002,1890.25,1987.709961,1987.709961,1157289984.0
2017-05-20,1984.23999,2084.72998,1974.920044,2084.72998,2084.72998,961336000.0
2017-05-21,2067.030029,2119.080078,2037.5,2041.199951,2041.199951,1147859968.0
2017-05-22,2043.189941,2303.899902,2017.869995,2173.399902,2173.399902,1942220032.0
2017-05-23,2191.560059,2320.820068,2178.5,2320.419922,2320.419922,1378749952.0
2017-05-24,2321.370117,2523.719971,2321.370117,2443.639893,2443.639893,1725379968.0
2017-05-25,2446.23999,2763.709961,2285.300049,2304.97998,2304.97998,2406700032.0
2017-05-26,2320.889893,2573.790039,2071.98999,2202.419922,2202.419922,1763480064.0
2017-05-27,2196.27002,2260.199951,1855.829956,2038.869995,2038.869995,1700480000.0
2017-05-28,2054.080078,2267.340088,2054.080078,2155.800049,2155.800049,1147139968.0
2017-05-29,2159.429932,2307.050049,2107.169922,2255.610107,2255.610107,994625024.0
2017-05-30,2255.360107,2301.959961,2124.570068,2175.469971,2175.469971,1443970048.0
2017-05-31,2187.189941,2311.080078,2145.570068,2286.409912,2286.409912,1544829952.0
2017-06-01,2288.330078,2448.389893,2288.330078,2407.879883,2407.879883,1653180032.0
2017-06-02,2404.030029,2488.550049,2373.320068,2488.550049,2488.550049,1317030016.0
2017-06-03,2493.719971,2581.909912,2423.570068,2515.350098,2515.350098,1514950016.0
2017-06-04,2547.790039,2585.889893,2452.540039,2511.810059,2511.810059,1355120000.0
2017-06-05,2512.399902,2686.810059,2510.219971,2686.810059,2686.810059,1369309952.0
2017-06-06,2690.840088,2999.909912,2690.840088,2863.199951,2863.199951,2089609984.0
2017-06-07,2869.379883,2869.379883,2700.560059,2732.159912,2732.159912,1517709952.0
2017-06-08,2720.48999,2815.300049,2670.949951,2805.620117,2805.620117,1281170048.0
2017-06-09,2807.439941,2901.709961,2795.620117,2823.810059,2823.810059,1348950016.0
2017-06-10,2828.139893,2950.98999,2746.550049,2947.709961,2947.709961,2018889984.0
2017-06-11,2942.409912,2996.600098,2840.530029,2958.110107,2958.110107,1752400000.0
2017-06-12,2953.219971,2997.26001,2518.560059,2659.629883,2659.629883,2569530112.0
2017-06-13,2680.909912,2789.040039,2650.379883,2717.02002,2717.02002,1781200000.0
2017-06-14,2716.879883,2786.830078,2412.939941,2506.370117,2506.370117,1696560000.0
2017-06-15,2499.580078,2534.709961,2212.959961,2464.580078,2464.580078,2026259968.0
2017-06-16,2469.570068,2539.919922,2385.149902,2518.560059,2518.560059,1195190016.0
2017-06-17,2514.01001,2685.189941,2484.959961,2655.879883,2655.879883,1534509952.0
2017-06-18,2655.350098,2662.100098,2516.330078,2548.290039,2548.290039,1178659968.0
2017-06-19,2549.030029,2662.850098,2549.030029,2589.600098,2589.600098,1446840064.0
2017-06-20,2591.26001,2763.449951,2589.820068,2721.790039,2721.790039,1854189952.0
2017-06-21,2709.429932,2772.01001,2660.399902,2689.100098,2689.100098,1626579968.0
2017-06-22,2691.030029,2723.73999,2642.360107,2705.409912,2705.409912,1097939968.0
2017-06-23,2707.340088,2765.169922,2706.370117,2744.909912,2744.909912,961318976.0
2017-06-24,2738.52002,2757.939941,2583.189941,2608.719971,2608.719971,982750016.0
2017-06-25,2607.25,2682.26001,2552.120117,2589.409912,2589.409912,1161100032.0
2017-06-26,2590.570068,2615.25,2376.290039,2478.449951,2478.449951,1663280000.0
2017-06-27,2478.449951,2552.449951,2332.98999,2552.449951,2552.449951,1489789952.0
2017-06-28,2553.030029,2603.97998,2484.419922,2574.790039,2574.790039,1183869952.0
2017-06-29,2567.560059,2588.830078,2510.47998,2539.320068,2539.320068,949979008.0
2017-06-30,2539.23999,2559.25,2478.429932,2480.840088,2480.840088,860273024.0
2017-07-01,2492.600098,2515.27002,2419.22998,2434.550049,2434.550049,779913984.0
2017-07-02,2436.399902,2514.280029,2394.840088,2506.469971,2506.469971,803747008.0
2017-07-03,2498.560059,2595.0,2480.469971,2564.060059,2564.060059,964112000.0
2017-07-04,2561.0,2631.590088,2559.350098,2601.639893,2601.639893,985516032.0
2017-07-05,2602.870117,2622.649902,2538.550049,2601.98999,2601.98999,941566016.0
2017-07-06,2608.100098,2616.719971,2581.689941,2608.560059,2608.560059,761956992.0
2017-07-07,2608.590088,2916.139893,2498.870117,2518.659912,2518.659912,917411968.0
2017-07-08,2520.27002,2571.340088,2492.310059,2571.340088,2571.340088,733329984.0
2017-07-09,2572.610107,2635.48999,2517.590088,2518.439941,2518.439941,527856000.0
2017-07-10,2525.25,2537.159912,2321.129883,2372.560059,2372.560059,1111200000.0
2017-07-11,2385.889893,2413.469971,2296.810059,2337.790039,2337.790039,1329760000.0
2017-07-12,2332.77002,2423.709961,2275.139893,2398.840088,2398.840088,1117410048.0
2017-07-13,2402.699951,2425.219971,2340.830078,2357.899902,2357.899902,835769984.0
2017-07-14,2360.590088,2363.25,2183.219971,2233.340088,2233.340088,882502976.0
2017-07-15,2230.120117,2231.139893,1990.410034,1998.859985,1998.859985,993608000.0
2017-07-16,1991.97998,2058.77002,1843.030029,1929.819946,1929.819946,1182870016.0
2017-07-17,1932.619995,2230.48999,1932.619995,2228.409912,2228.409912,1201760000.0
2017-07-18,2233.52002,2387.610107,2164.77002,2318.879883,2318.879883,1512450048.0
